IEA-15-240-RWT — monopile — blade section properties
50         n_secs:     number of stations at which properties are specified (-)

sec_loc  str_tw  tw_iner   mass_den  flp_iner  edge_iner  flp_stff   edge_stff   tor_stff   axial_stff  cg_offst  sc_offst tc_offst
(-)      (deg)   (deg)     (kg/m)    (kg-m)    (kg-m)     (Nm^2)     (Nm^2)      (Nm^2)     (N)         (m)       (m)      (m)
0.755102   -1.3205   -1.3205  1.8055e+02  2.889e-03  2.889e-03  7.9651e+08  1.7116e+09  1.7116e+11  1.7116e+15  0.0       0.0      0.0
0.775510   -1.6233   -1.6233  1.5766e+02  2.523e-03  2.523e-03  6.3795e+08  1.3441e+09  1.3441e+11  1.3441e+15  0.0       0.0      0.0
0.795918   -1.8844   -1.8844  1.3548e+02  2.168e-03  2.168e-03  5.0160e+08  1.0138e+09  1.0138e+11  1.0138e+15  0.0       0.0      0.0
0.816327   -2.0862   -2.0862  1.1208e+02  1.793e-03  1.793e-03  3.8379e+08  7.8183e+08  7.8183e+10  7.8183e+14  0.0       0.0      0.0
0.836735   -2.1640   -2.1640  9.4287e+01  1.509e-03  1.509e-03  2.9222e+08  6.2574e+08  6.2574e+10  6.2574e+14  0.0       0.0      0.0
0.857143   -2.1758   -2.1758  7.8010e+01  1.248e-03  1.248e-03  2.2344e+08  4.8531e+08  4.8531e+10  4.8531e+14  0.0       0.0      0.0
0.877551   -2.1553   -2.1553  6.4329e+01  1.029e-03  1.029e-03  1.6554e+08  3.7527e+08  3.7527e+10  3.7527e+14  0.0       0.0      0.0
0.897959   -2.1029   -2.1029  5.3442e+01  8.551e-04  8.551e-04  1.1785e+08  2.9190e+08  2.9190e+10  2.9190e+14  0.0       0.0      0.0
0.918367   -2.0184   -2.0184  4.4503e+01  7.121e-04  7.121e-04  7.9166e+07  2.2400e+08  2.2400e+10  2.2400e+14  0.0       0.0      0.0
0.938776   -1.8967   -1.8967  3.6697e+01  5.871e-04  5.871e-04  4.9220e+07  1.6317e+08  1.6317e+10  1.6317e+14  0.0       0.0      0.0
0.959184   -1.7243   -1.7243  2.6874e+01  4.300e-04  4.300e-04  2.7433e+07  1.0643e+08  1.0643e+10  1.0643e+14  0.0       0.0      0.0
0.979592   -1.5081   -1.5081  2.1572e+01  3.452e-04  3.452e-04  1.2967e+07  6.7154e+07  6.7154e+09  6.7154e+13  0.0       0.0      0.0
1.000000   -1.2424   -1.2424  5.7674e+00  9.228e-05  9.228e-05  1.8620e+05  1.6633e+06  1.6633e+08  1.6633e+12  0.0       0.0      0.0
