IEA-15-240-RWT — monopile — tower section properties
20         n_secs:     number of stations at which properties are specified (-)

sec_loc  str_tw  tw_iner   mass_den  flp_iner  edge_iner  flp_stff   edge_stff   tor_stff   axial_stff  cg_offst  sc_offst tc_offst
(-)      (deg)   (deg)     (kg/m)    (kg-m)    (kg-m)     (Nm^2)     (Nm^2)      (Nm^2)     (N)         (m)       (m)      (m)
0.000000  0.0     0.0       1.0315e+04  1.650e-01  1.650e-01  3.0654e+12  3.0654e+12  3.0654e+14  3.0654e+18  0.0       0.0      0.0
0.100475  0.0     0.0       1.0315e+04  1.650e-01  1.650e-01  3.0654e+12  3.0654e+12  3.0654e+14  3.0654e+18  0.0       0.0      0.0
0.100482  0.0     0.0       9.5238e+03  1.524e-01  1.524e-01  2.8321e+12  2.8321e+12  2.8321e+14  2.8321e+18  0.0       0.0      0.0
0.200949  0.0     0.0       9.4531e+03  1.512e-01  1.512e-01  2.7695e+12  2.7695e+12  2.7695e+14  2.7695e+18  0.0       0.0      0.0
0.200957  0.0     0.0       8.7613e+03  1.402e-01  1.402e-01  2.5682e+12  2.5682e+12  2.5682e+14  2.5682e+18  0.0       0.0      0.0
0.301424  0.0     0.0       8.3335e+03  1.333e-01  1.333e-01  2.2101e+12  2.2101e+12  2.2101e+14  2.2101e+18  0.0       0.0      0.0
0.301431  0.0     0.0       7.9433e+03  1.271e-01  1.271e-01  2.1073e+12  2.1073e+12  2.1073e+14  2.1073e+18  0.0       0.0      0.0
0.401898  0.0     0.0       7.4285e+03  1.189e-01  1.189e-01  1.7235e+12  1.7235e+12  1.7235e+14  1.7235e+18  0.0       0.0      0.0
0.401906  0.0     0.0       7.0872e+03  1.134e-01  1.134e-01  1.6449e+12  1.6449e+12  1.6449e+14  1.6449e+18  0.0       0.0      0.0
0.502373  0.0     0.0       6.5381e+03  1.046e-01  1.046e-01  1.2914e+12  1.2914e+12  1.2914e+14  1.2914e+18  0.0       0.0      0.0
0.502380  0.0     0.0       6.1972e+03  9.915e-02  9.915e-02  1.2245e+12  1.2245e+12  1.2245e+14  1.2245e+18  0.0       0.0      0.0
0.602847  0.0     0.0       5.6165e+03  8.986e-02  8.986e-02  9.1158e+11  9.1158e+11  9.1158e+13  9.1158e+17  0.0       0.0      0.0
0.602855  0.0     0.0       5.2535e+03  8.406e-02  8.406e-02  8.5310e+11  8.5310e+11  8.5310e+13  8.5310e+17  0.0       0.0      0.0
0.703322  0.0     0.0       4.9103e+03  7.856e-02  7.856e-02  6.9659e+11  6.9659e+11  6.9659e+13  6.9659e+17  0.0       0.0      0.0
0.703330  0.0     0.0       4.3342e+03  6.935e-02  6.935e-02  6.1543e+11  6.1543e+11  6.1543e+13  6.1543e+17  0.0       0.0      0.0
0.803796  0.0     0.0       4.2328e+03  6.773e-02  6.773e-02  5.7326e+11  5.7326e+11  5.7326e+13  5.7326e+17  0.0       0.0      0.0
0.803804  0.0     0.0       3.6734e+03  5.877e-02  5.877e-02  4.9796e+11  4.9796e+11  4.9796e+13  4.9796e+17  0.0       0.0      0.0
0.904271  0.0     0.0       3.5773e+03  5.724e-02  5.724e-02  4.5989e+11  4.5989e+11  4.5989e+13  4.5989e+17  0.0       0.0      0.0
0.904279  0.0     0.0       4.1201e+03  6.592e-02  6.592e-02  5.2917e+11  5.2917e+11  5.2917e+13  5.2917e+17  0.0       0.0      0.0
1.000000  0.0     0.0       4.0748e+03  6.520e-02  6.520e-02  5.1191e+11  5.1191e+11  5.1191e+13  5.1191e+17  0.0       0.0      0.0
